ID,Age,Income (USD),Rent (USD),Groceries (USD),Eating Out (USD),Entertainment (USD),Subscription Services (USD),Education (USD),Online Shopping (USD),Savings (USD),Investments (USD),Travel (USD),Fitness (USD),Miscellaneous (USD),total_expense,savings_rate,expense_to_income_ratio,discretionary_vs_fixed_ratio
414,18,5653,417,463,296,369,90,1462,303,2100,304,1518,286,139,5343,0.3714841676985671,0.945161860958783,1.2813834329632792
415,21,1841,353,578,310,333,39,1848,494,2161,4078,136,178,372,4641,1.173818576860402,2.5209125475285172,0.6700251889168766
416,22,6749,1973,152,325,147,80,1387,73,1019,2280,882,153,43,5215,0.15098533116017188,0.7727070677137353,0.48490888382687924
417,27,4274,864,570,128,26,61,982,477,917,4340,436,193,46,3783,0.21455311183902667,0.8851193261581657,0.5658112582781457
418,27,6791,1367,483,195,66,18,1789,598,2972,2807,1012,54,94,5676,0.43763805036077164,0.8358121042556325,0.5597691673536686
419,22,4317,352,279,160,72,31,480,439,1608,2886,717,252,260,3042,0.3724808895066018,0.7046560111188325,1.738073807380738
420,24,4161,1909,513,307,206,43,1167,633,1312,3454,1471,277,42,6568,0.31530881999519345,1.5784667147320355,0.8300362217887991
421,21,2732,857,516,142,57,58,23,651,971,1024,1893,262,180,4639,0.3554172767203514,1.6980234260614935,2.3230659025787967
422,18,5374,1848,412,62,245,10,964,428,394,4312,335,298,60,4662,0.07331596576107183,0.8675102344622255,0.446029776674938
423,22,3901,1425,407,309,72,82,1448,323,963,2975,747,221,257,5291,0.24685977954370675,1.3563188925916432,0.613109756097561
424,24,2994,1167,236,475,243,93,745,578,2695,506,1767,186,258,5748,0.9001336005344022,1.9198396793587174,1.675977653631285
425,27,7417,697,281,158,173,62,844,241,1137,4856,1014,30,75,3575,0.15329648105703114,0.48200080895240666,0.9621295279912184
426,27,5711,1461,466,379,67,92,1198,552,2782,2951,418,61,117,4811,0.48713009980738925,0.842409385396603,0.53952
427,23,2161,974,100,238,370,49,1867,177,694,1053,704,242,165,4886,0.3211476168440537,2.260990282276724,0.6613396803808228
428,22,5383,686,143,144,166,54,324,367,1282,2674,1495,132,281,3792,0.23815716143414453,0.7044399033995913,2.2888117953165654
429,21,7061,410,326,154,83,77,1892,178,1617,2567,1791,109,59,5079,0.22900439031298683,0.7193032148420904,0.932648401826484
430,19,5119,913,430,57,368,18,1694,254,1452,1904,703,223,212,4872,0.28364915022465326,0.951748388357101,0.6042146855449456
431,21,3368,316,197,116,201,31,1883,681,713,4370,746,144,258,4573,0.21169833729216153,1.3577790973871735,0.9085976627712855
432,27,3834,1505,307,240,144,27,1371,424,1972,4587,1516,227,61,5822,0.5143453312467396,1.5185185185185186,0.8290920515237198
433,27,4874,1183,364,415,198,85,797,276,1703,4922,1826,97,241,5482,0.3494050061551087,1.1247435371358228,1.3387372013651877
434,20,2516,1859,387,305,58,52,17,696,1683,2894,1593,289,215,5471,0.668918918918919,2.174483306836248,1.4175872735307113
435,27,5906,840,370,58,279,48,43,608,1692,1100,1073,49,307,3675,0.2864883169657975,0.6222485607856417,1.9329608938547487
436,18,1707,470,239,166,22,82,154,616,1255,3661,1657,249,29,3684,0.7352079671939075,2.15817223198594,3.26882966396292
437,25,4165,708,580,316,83,15,866,577,564,1636,964,145,254,4508,0.13541416566626652,1.0823529411764705,1.0928505106778088
438,22,3993,1039,336,148,48,92,921,66,1579,1455,337,191,344,3522,0.3954420235411971,0.8820435762584523,0.5339721254355401
439,21,2132,1701,561,347,391,57,1400,232,1390,3613,144,274,284,5391,0.6519699812382739,2.528611632270169,0.4721463681048607
440,25,3602,1511,540,446,30,16,742,498,2946,38,718,268,88,4857,0.8178789561354803,1.3484175458078844,0.7389903329752954
441,24,4459,1157,491,213,116,89,1906,506,2542,3084,90,191,158,4917,0.5700829782462435,1.1027136129176947,0.38351153629713
442,19,4583,529,171,425,377,78,1851,590,2393,4239,380,30,374,4805,0.5221470652411084,1.0484398865372027,0.8835750686005488
443,18,6252,418,254,190,222,25,1425,585,667,2731,1886,205,238,5448,0.10668586052463212,0.8714011516314779,1.597997138769671
444,21,7019,1479,289,317,40,10,224,361,137,2415,1854,221,215,5010,0.01951844992164126,0.7137768912950563,1.5150602409638554
445,25,3431,1083,367,86,58,46,216,543,344,758,1228,25,93,3745,0.10026231419411251,1.0915185077236957,1.2478991596638656
446,19,5219,764,420,123,242,92,1591,522,120,4342,553,211,122,4640,0.022992910519256563,0.889059206744587,0.6720720720720721
447,20,4062,403,206,122,121,46,30,25,1233,3116,324,227,244,1748,0.30354505169867063,0.43032988675529293,1.7355242566510172
448,18,3179,1927,331,357,65,90,1892,163,1729,764,1739,102,142,6808,0.5438817238125196,2.1415539477823216,0.6404819277108433
449,18,1736,997,141,248,85,73,1082,280,493,2422,1638,142,121,4807,0.28398617511520735,2.7690092165898617,1.1653153153153153
450,20,5943,1825,289,179,110,99,1915,604,1533,1314,228,148,283,5680,0.2579505300353357,0.955746256099613,0.40977910151402336
451,22,6225,474,470,295,183,95,897,251,1086,4302,1825,166,180,4836,0.1744578313253012,0.776867469879518,1.6268332428028245
452,20,3040,1044,238,361,130,71,1376,289,1771,3995,186,79,252,4026,0.5825657894736842,1.3243421052631579,0.5146726862302483
453,18,7599,1997,202,109,357,81,934,466,2155,4029,816,24,294,5280,0.2835899460455323,0.6948282668772207,0.6852856686881583
454,18,5443,1744,270,328,142,70,444,241,2475,3693,1037,244,277,4797,0.45471247473819587,0.8813154510380306,0.951586655817738
455,25,6867,1457,450,152,212,42,1258,71,2010,3185,1809,221,330,6002,0.2927042376583661,0.8740352410077181,0.8963665086887835
456,27,1863,1714,372,345,118,75,1130,135,389,2866,1253,299,158,5599,0.2088030059044552,3.005367686527107,0.7409825870646766
457,19,3868,1824,580,369,310,39,1214,557,1886,1317,1255,69,246,6463,0.4875904860392968,1.670889348500517,0.7863460475400774
458,20,1785,964,515,390,178,29,529,584,2658,700,1332,261,292,5074,1.4890756302521009,2.842577030812325,1.5268924302788844
459,19,1648,332,320,200,122,69,1936,560,1011,4383,292,11,336,4178,0.6134708737864077,2.5351941747572817,0.6143740340030912
460,20,6703,354,312,206,300,91,737,38,460,2201,1169,245,105,3557,0.06862598836341936,0.5306579143667015,1.5352815395580899
461,24,5537,818,440,255,62,83,1702,411,1722,1593,246,28,310,4355,0.3109987357774968,0.7865270001806032,0.47128378378378377
462,18,6051,1055,523,228,103,33,1606,648,2863,3987,1977,58,236,6467,0.4731449347215336,1.0687489671128738,1.0310929648241205
463,27,3266,1961,506,246,210,13,873,637,318,4945,575,87,378,5486,0.09736680955296999,1.679730557256583,0.6425149700598802
464,25,6395,311,155,272,70,46,565,438,2553,4145,681,37,85,2660,0.3992181391712275,0.41594996090695857,1.580019398642095
465,27,6780,1851,489,138,229,13,1268,328,2115,1230,1460,57,276,6109,0.31194690265486724,0.9010324483775811,0.6931818181818182
466,27,2512,1019,441,336,145,86,1885,205,2140,2612,457,105,154,4833,0.8519108280254777,1.9239649681528663,0.44484304932735425
467,27,4331,854,533,483,88,98,75,280,2144,3137,1342,174,394,4321,0.4950357885015008,0.9976910644193027,1.9555403556771547
468,19,4007,672,201,325,284,86,546,547,2900,1908,1244,185,74,4164,0.7237334664337409,1.039181432493137,1.93446088794926
469,20,3023,783,520,285,277,27,266,292,931,1790,1998,82,375,4905,0.30797221303341055,1.622560370492888,2.1261950286806885
470,26,4285,1272,592,232,207,97,316,179,1893,2928,1657,38,262,4852,0.44177362893815636,1.1323220536756127,1.2256880733944955
471,24,4056,1970,291,258,249,75,1835,243,1891,1088,740,166,271,6098,0.46622287968441817,1.5034516765285997,0.48876953125
472,21,5225,1551,598,179,208,57,1144,275,2941,2381,219,288,40,4559,0.5628708133971292,0.8725358851674642,0.38445186759793504
473,27,6076,922,409,202,29,42,1859,199,1343,4127,208,292,326,4488,0.22103357472021065,0.7386438446346281,0.4068965517241379
474,22,7282,606,299,62,133,67,24,39,694,4963,1582,16,182,3010,0.09530348805273277,0.4133479813238121,2.240043057050592
475,19,7757,756,332,171,95,92,1455,643,2254,2945,496,191,375,4606,0.2905762537063298,0.5937862575738043,0.8112465591820684
476,25,3101,459,532,408,183,82,159,651,680,3569,1739,118,283,4614,0.21928410190261205,1.487907126733312,3.0121739130434784
477,21,3908,630,326,269,104,37,595,487,2756,1165,1987,215,87,4737,0.7052200614124872,1.212128966223132,2.0541586073500966
478,26,1840,1075,470,155,68,44,1137,642,1847,600,1067,243,126,5027,1.003804347826087,2.7320652173913045,0.8743475018642803
479,22,4317,524,238,424,345,19,1758,229,2155,2025,1155,196,86,4974,0.49918925179522816,1.152189020152884,0.9738095238095238
480,26,7606,1282,443,119,196,74,899,532,2953,1584,1130,17,218,4910,0.3882461214830397,0.6455429923744412,0.8711890243902439
481,21,3996,1028,404,244,237,51,501,77,2336,987,1592,62,211,4407,0.5845845845845846,1.102852852852853,1.279875840662183
482,27,7462,1827,248,235,208,94,1189,112,180,1965,161,208,21,4303,0.024122219244170465,0.5766550522648084,0.31832107843137253
483,22,6430,1779,214,148,365,18,1012,240,2255,1439,97,146,276,4295,0.35069984447900465,0.6679626749611197,0.4292845257903494
484,26,6799,1368,549,131,249,69,702,251,1444,4615,1665,268,20,5272,0.21238417414325636,0.7754081482570966,1.0129820542191676
485,25,3225,1537,162,124,274,24,1198,383,1702,868,1960,181,377,6220,0.5277519379844962,1.9286821705426356,1.1470486710390058
486,20,3189,1382,203,423,255,66,0,634,2833,2063,425,95,134,3617,0.8883662590153654,1.134211351520853,1.2820189274447948
487,18,4767,943,438,389,45,78,1922,581,445,1129,877,55,107,5435,0.0933501153765471,1.1401300608349068,0.6454738116863458
488,20,5906,915,458,241,91,31,740,393,1986,4378,82,195,216,3362,0.3362682018286488,0.5692516085336945,0.5911026975863701
489,21,1761,494,255,374,280,73,1109,641,2475,4456,553,165,111,4055,1.405451448040886,2.3026689381033503,1.182454251883746
490,19,2942,788,372,263,273,50,1597,475,654,3729,676,18,293,4805,0.22229775662814413,1.633242692046227,0.7428364163946318
491,18,1905,456,105,364,290,96,319,107,401,1934,1969,124,363,4193,0.210498687664042,2.2010498687664044,3.764772727272727
492,24,3690,909,246,493,142,80,1424,39,299,1076,1076,163,179,4751,0.08102981029810298,1.2875338753387533,0.8421868941450175
493,25,5937,1549,283,431,163,65,381,33,1162,1639,1559,139,192,4795,0.1957217449890517,0.8076469597439785,1.166741979213737
494,24,6935,711,585,416,276,32,1741,152,406,1392,1589,90,52,5644,0.0585436193222783,0.8138428262436914,0.8584129074744814
495,22,1743,1528,127,367,163,34,1640,53,1756,30,1941,299,92,6244,1.0074584050487665,3.5823293172690764,0.8949924127465857
496,18,6085,1402,549,193,278,15,1341,227,1971,703,1845,156,215,6221,0.323911257189811,1.0223500410846345,0.8897326852976913
497,24,5607,1447,137,433,66,43,1826,218,2615,868,91,278,303,4842,0.4663813090779383,0.8635634028892456,0.419941348973607
498,24,2060,770,218,265,370,72,1273,611,2326,232,58,142,106,3885,1.129126213592233,1.8859223300970873,0.718266253869969
499,26,5637,1541,392,410,32,18,1548,602,2792,950,1049,59,328,5979,0.4952989178641121,1.0606705694518361,0.7176098822177536
500,20,4225,815,470,373,395,69,1698,174,1946,58,868,32,243,5137,0.46059171597633136,1.2158579881656806,0.7220918538384177
501,26,2093,1925,343,64,227,58,1578,609,1864,2818,706,97,63,5670,0.8905876731963689,2.709030100334448,0.47425897035881437
502,18,7048,1427,167,266,330,60,897,97,375,3600,1986,121,355,5706,0.05320658342792282,0.8095913734392736,1.290646326776395
503,18,3326,692,313,488,254,69,1975,191,1275,3149,1682,120,157,5941,0.38334335538184006,1.786229705351774,0.9936241610738255
504,21,4729,930,317,84,168,79,1646,308,1501,301,1861,81,289,5763,0.3174032565024318,1.218650877563967,0.9920497753197373
505,26,4787,1968,276,232,341,46,716,564,2768,2850,1215,163,378,5899,0.5782327135993315,1.2322958011280551,0.9929054054054054
506,23,5573,907,398,319,174,40,1919,439,737,2944,839,66,55,5156,0.1322447514803517,0.9251749506549435,0.5992555831265509
507,20,7289,1279,263,482,185,50,1279,26,1875,1923,1509,266,53,5392,0.25723693236383594,0.7397448209630951,0.9113789436370081
508,18,1633,733,157,407,109,71,306,179,1029,316,1100,165,107,3334,0.6301285976729945,2.0416411512553583,1.7876254180602007
509,21,4638,1654,368,149,205,67,1973,259,1980,1888,1116,122,165,6078,0.4269081500646831,1.3104786545924967,0.5214017521902378
510,26,5419,1466,407,56,337,23,1167,442,282,2715,1204,56,35,5193,0.05203912160915298,0.9582948883557852,0.7082236842105263
511,20,6543,839,157,79,377,45,1681,555,1944,4785,1289,247,252,5521,0.297111416781293,0.8438025370625095,1.0623832648487113
512,26,1572,577,387,354,193,45,390,89,171,1881,1679,115,60,3889,0.10877862595419847,2.473918575063613,1.8722304283604136
513,24,5994,532,564,193,236,88,1836,235,2866,3898,1593,196,274,5747,0.4781448114781448,0.9587921254587921,0.9600954979536153
514,21,7024,1852,204,160,283,17,1699,123,1776,4113,647,168,300,5453,0.2528473804100228,0.7763382687927107,0.4521970705725699
515,20,5725,1894,327,281,116,35,1192,73,1395,1178,1418,207,145,5688,0.24366812227074236,0.9935371179039302,0.6665690008789921
516,27,4478,1413,346,228,136,45,989,349,2873,3855,1581,186,27,5300,0.6415810629745422,1.1835640911121037,0.9286754002911208
517,22,7407,1815,287,121,218,57,297,222,2416,4873,1723,270,387,5397,0.32617793978668824,0.728635074929121,1.2496873697373905
518,22,7597,1522,593,259,339,94,232,307,1143,4455,1954,296,369,5965,0.15045412662893248,0.7851783598788996,1.5415423945462292
519,20,5861,661,182,269,40,37,1926,64,2725,331,1486,152,359,5176,0.46493772393789456,0.8831257464596485,0.8692668833513904
520,26,7156,1764,285,129,219,77,270,217,914,527,985,206,343,4495,0.1277249860257127,0.6281442146450531,0.9383354894351014
521,21,3485,325,351,132,390,71,1083,235,1626,2059,1319,234,195,4335,0.46657101865136297,1.2439024390243902,1.4644684479818078
522,22,2292,1348,454,91,360,89,1319,500,2294,1098,1522,52,247,5982,1.0008726003490402,2.6099476439790577,0.9166933675104133
523,21,7896,1717,337,322,267,95,1490,328,409,211,1061,160,342,6119,0.0517983789260385,0.7749493414387031,0.7265801354401806
524,22,6908,806,459,240,295,85,1258,454,2665,1714,70,72,386,4125,0.38578459756803707,0.5971337579617835,0.6349583828775267
525,24,5759,1624,283,222,283,89,676,351,2161,2688,1048,139,37,4752,0.3752387567285987,0.8251432540371593,0.8397212543554007
526,26,1594,1662,383,56,77,60,705,46,231,2330,1481,264,75,4809,0.14491844416562108,3.0169385194479297,0.7487272727272727
527,24,7401,566,484,204,321,51,233,185,1977,3266,506,223,54,2827,0.2671260640453993,0.3819754087285502,1.2034294621979735
528,22,2633,760,525,59,50,38,1391,337,2902,1032,1517,82,137,4896,1.1021648309912646,1.8594758830231675,0.8295964125560538
529,27,7979,755,309,83,268,91,1718,293,2586,1332,1063,113,301,4994,0.32410076450683045,0.6258929690437398,0.7951114306254493
530,27,6417,1683,403,85,112,19,844,402,2890,1840,1995,167,273,5983,0.4503662147420913,0.9323671497584541,1.0419795221843002
531,24,1737,1391,395,458,284,48,1255,384,839,4686,314,281,232,5042,0.4830166954519286,2.902705814622913,0.6580072344623479
532,27,4446,1306,196,55,290,91,1896,122,894,2138,1733,247,80,6016,0.20107962213225372,1.3531264057579846,0.7704532077692761
533,22,4030,1162,546,457,113,10,490,522,2410,4551,233,167,107,3807,0.598014888337469,0.9446650124069479,0.7320291173794359
534,20,3460,1735,559,451,173,48,1642,392,2790,4091,276,118,290,5684,0.8063583815028902,1.6427745664739883,0.44410569105691056
535,24,2548,790,555,264,304,30,502,635,357,443,1877,18,366,5341,0.1401098901098901,2.0961538461538463,1.891716296697347
536,19,7272,1372,571,183,99,74,889,264,1357,4174,1621,68,51,5192,0.1866061606160616,0.713971397139714,0.8333333333333334
537,26,4029,863,307,334,311,24,1758,188,2556,1498,1319,201,152,5457,0.6344005956813105,1.3544303797468353,0.8637295081967213
538,27,4464,1425,469,175,103,13,591,647,1951,926,1146,145,83,4797,0.43705197132616486,1.0745967741935485,0.9303822937625754
539,27,2463,515,487,458,384,69,745,672,1074,622,1223,260,218,5031,0.43605359317904996,2.0426309378806335,1.8797939324556383
540,18,2036,1761,521,488,393,70,1404,437,1147,1479,1586,155,275,7090,0.5633595284872298,3.482318271119843,0.9234943027672273
541,23,7199,1892,591,386,56,29,1719,375,370,3037,1142,67,361,6618,0.05139602722600361,0.9192943464370051,0.5749643027129938
542,24,7575,858,510,223,361,19,427,497,1218,3385,1018,186,174,4273,0.1607920792079208,0.5640924092409241,1.3805013927576602
543,25,5723,458,236,201,346,96,696,144,241,3318,854,297,250,3578,0.0421107810588852,0.6251965752227853,1.5741007194244605
544,27,5179,788,466,380,251,43,645,556,1001,233,1303,254,320,5006,0.19328055609190964,0.9665958679281714,1.6361242759347026
545,26,5687,985,499,75,112,57,731,631,373,1617,772,57,54,3973,0.06558818357657815,0.6986108668893969,0.7936794582392777
546,19,5224,1565,283,432,355,42,799,421,2423,2691,1145,109,45,5196,0.4638208269525268,0.9946401225114855,0.9629769550434454
547,27,2042,1093,175,164,121,70,363,536,564,2030,1051,222,42,3837,0.2761998041136141,1.8790401567091086,1.3525444512568976
548,19,2345,304,386,431,185,19,201,550,1331,386,924,174,160,3334,0.567590618336887,1.4217484008528785,2.7418630751964086
549,22,5103,1919,571,333,178,63,881,273,1419,1634,1681,135,304,6338,0.27807172251616696,1.2420145012737605,0.8801542568970632
550,22,7277,660,474,436,33,93,145,140,387,4133,1470,130,339,3920,0.05318125601209289,0.5386835234299849,2.064894448788116
551,23,4536,758,241,124,392,74,835,51,975,1184,133,97,175,2880,0.21494708994708994,0.6349206349206349,0.5703380588876772
552,20,7447,547,336,215,244,86,638,680,2092,1967,789,226,132,3893,0.28091849066738284,0.5227608432926011,1.559500328731098
553,25,3994,1889,124,238,92,10,1480,56,2327,240,1372,70,158,5489,0.5826239359038557,1.3743114672008012,0.5714285714285714
554,18,5985,1996,389,127,268,14,134,361,1220,561,1821,188,393,5691,0.20384294068504594,0.9508771929824561,1.259229853116316
555,23,4219,1245,166,484,110,89,625,32,1314,1999,1366,199,228,4544,0.3114482104764162,1.0770324721497986,1.231827111984283
556,21,3384,721,349,139,235,24,1287,202,546,4901,1807,172,342,5278,0.16134751773049646,1.559692671394799,1.2392872295290625
557,18,5638,314,507,225,109,37,63,676,2932,1929,272,90,383,2676,0.5200425682866264,0.4746363958850656,2.0271493212669682
558,24,5849,1035,217,70,48,32,490,284,2708,4900,842,179,105,3302,0.46298512566250644,0.5645409471704564,0.8955223880597015
559,26,4701,1896,589,103,324,26,1670,107,2631,2779,782,205,304,6006,0.5596681557115507,1.2776005105296746,0.44548736462093863
560,21,6679,1445,172,233,239,22,40,481,2996,1675,1289,212,79,4212,0.44857014523132205,0.6306333283425662,1.5419432709716354
561,21,4210,576,381,408,347,23,1319,65,821,2515,1304,56,73,4552,0.19501187648456056,1.0812351543942993,1.0
562,23,7930,1881,503,271,234,20,1026,411,2263,1677,454,167,112,5079,0.2853720050441362,0.6404791929382093,0.48944281524926686
563,20,7136,752,547,364,240,37,912,138,2682,4141,1242,203,344,4779,0.3758408071748879,0.6697029147982063,1.1614654002713705
564,23,3453,1713,459,377,61,51,1729,550,1451,3746,378,288,392,5998,0.42021430640023166,1.7370402548508543,0.5375544732119969
565,24,7988,1617,109,228,154,70,974,466,506,3356,475,278,284,4655,0.06334501752628943,0.5827491236855283,0.7240740740740741
566,27,6237,1897,310,325,61,73,1133,625,1825,1651,1627,208,232,6491,0.2926086259419593,1.0407247073913741,0.9434131736526946
567,27,5350,897,422,161,183,40,1244,65,793,4177,819,233,352,4416,0.14822429906542056,0.8254205607476636,0.7229808817791651
568,20,2189,745,251,273,380,90,1393,527,594,3841,1269,272,29,5229,0.271356783919598,2.3887619917770673,1.188781917120134
569,24,6872,509,104,263,302,82,367,577,1047,2441,1977,175,377,4733,0.15235739231664727,0.6887369033760187,3.8295918367346937
570,20,3450,1913,294,108,77,19,1459,545,122,4885,657,189,222,5483,0.03536231884057971,1.5892753623188405,0.4956355701036552
571,19,6675,1013,541,376,321,17,917,616,1228,594,1902,201,215,6119,0.18397003745318352,0.9167041198501873,1.4763253743423714
572,27,7082,601,382,442,341,30,1027,22,1798,2612,575,225,77,3722,0.25388308387461167,0.5255577520474443,0.8517412935323383
573,21,1956,1546,563,158,44,86,243,47,657,4096,674,293,275,3929,0.33588957055214724,2.0086912065439675,0.6704931972789115
574,25,6578,302,212,434,92,68,901,400,1716,1496,126,116,242,2893,0.2608695652173913,0.4397993311036789,1.0445229681978798
575,26,3630,1289,370,206,392,59,165,176,1040,3555,1350,107,388,4502,0.2865013774104683,1.2402203856749312,1.468201754385965
576,24,5476,1841,262,240,148,78,1049,530,1345,4861,969,239,199,5555,0.2456172388604821,1.0144265887509132,0.7623730964467005
577,18,6718,1416,559,249,106,79,1418,352,1756,4766,995,266,381,5821,0.2613873176540637,0.8664781184876451,0.7155909224874742
578,20,5744,819,204,361,349,39,1497,133,177,3358,515,52,54,4023,0.03081476323119777,0.700383008356546,0.5964285714285714
579,26,6948,1751,280,245,172,26,1040,408,1445,1601,1521,251,378,6072,0.20797351755900978,0.8739205526770294,0.977206121784435
580,18,2679,792,143,84,201,84,727,506,906,914,1393,51,122,4103,0.3381858902575588,1.5315416200074654,1.4687123947051746
581,26,5785,1558,381,428,144,29,1115,269,1141,1844,1995,104,180,6203,0.1972342264477096,1.0722558340535868,1.0311067452521283
582,25,5065,919,274,436,86,57,482,590,867,1995,1233,263,219,4559,0.1711747285291214,0.9000987166831195,1.7217910447761193
583,18,2382,1484,261,295,25,82,542,334,553,94,541,197,179,3940,0.23215785054575985,1.6540722082283794,0.7227809357236554
584,23,7906,630,570,286,144,11,1228,258,2424,492,362,176,202,3867,0.30660258031874527,0.4891221856817607,0.592668863261944
585,22,1899,632,450,153,333,46,1525,253,1547,3069,1704,280,372,5748,0.8146392838335966,3.0268562401263823,1.2048331415420024
586,23,2108,349,533,56,345,10,930,322,1599,149,1234,134,155,4068,0.75853889943074,1.9297912713472485,1.2450331125827814
587,27,7391,1846,439,332,72,13,399,626,1150,1046,357,170,245,4499,0.1555946421323231,0.6087132999594101,0.6762295081967213
588,22,3138,1162,239,50,85,63,1230,672,2661,2803,1936,96,262,5795,0.8479923518164436,1.8467176545570427,1.202584568605093
589,23,7171,1991,570,268,333,34,618,353,1988,398,1219,235,125,5746,0.27722772277227725,0.801282945195928,0.8074866310160428
590,22,3648,1815,231,279,101,12,1169,132,2611,4950,1748,154,90,5731,0.715734649122807,1.5709978070175439,0.7825816485225505
591,22,2882,1905,186,221,106,18,878,640,2954,4476,1469,257,96,5776,1.0249826509368494,2.0041637751561416,0.9454361737958908
592,21,2903,571,275,136,21,95,100,381,2971,551,740,15,73,2407,1.0234240440923184,0.8291422666207372,1.5443974630021142
593,20,2319,879,282,90,223,96,879,116,462,294,138,40,296,3039,0.19922380336351875,1.3104786545924967,0.48970588235294116
594,20,4792,1575,467,172,169,85,829,35,2898,1143,784,206,130,4452,0.6047579298831386,0.9290484140233722,0.5506792058516197
595,21,2319,859,228,380,312,83,1903,575,624,455,827,241,243,5651,0.2690815006468305,2.436826218197499,0.8899665551839465
596,26,1919,995,345,347,122,43,1264,395,1317,1553,800,144,94,4549,0.686294945284002,2.3705054715997917,0.7469278033794163
597,19,5719,1413,188,422,43,52,1946,409,1585,168,1381,22,33,5909,0.27714635425773737,1.0332225913621262,0.665914857626163
598,26,6017,745,165,466,387,83,758,639,2203,4805,1619,13,277,5152,0.36612930031577195,0.8562406514874522,2.0887290167865706
599,18,4802,1316,257,227,231,31,162,236,1353,1946,420,187,208,3275,0.2817576009995835,0.6820074968763016,0.8876080691642652
600,18,3008,1655,486,112,84,79,1907,418,2636,253,500,243,383,5867,0.8763297872340425,1.950465425531915,0.4493577075098814
601,22,7193,1462,477,214,228,11,1196,279,1955,2376,216,268,258,4609,0.27179202001946334,0.6407618518003615,0.47017543859649125
602,23,2267,656,248,236,270,75,501,339,821,1320,441,149,353,3268,0.36215262461402736,1.4415527128363477,1.3259786476868327
603,23,3544,1924,572,432,136,41,546,215,2083,2883,1710,74,323,5973,0.5877539503386005,1.6853837471783295,0.9635108481262328
604,20,7798,573,439,258,135,25,1307,497,1307,3607,785,292,110,4421,0.167607078738138,0.5669402410874583,0.9064251832686503
605,24,3639,1342,532,276,256,85,1382,437,1548,2125,540,214,203,5267,0.4253915910964551,1.4473756526518273,0.6176289926289926
606,26,4529,610,215,481,124,10,380,494,1498,3496,974,26,36,3350,0.33075734157650694,0.7396776330315743,1.7800829875518671
607,27,3049,1169,313,438,278,81,869,626,2188,2240,1223,209,31,5237,0.7176123319121023,1.7176123319121024,1.2275627392598893
608,25,3264,1185,568,97,65,57,904,587,1607,400,1541,41,185,5230,0.49234068627450983,1.602328431372549,0.9683853970643583
609,23,7640,453,545,273,330,59,1995,563,1103,2156,1774,221,165,6378,0.1443717277486911,0.8348167539267015,1.1309722686267958
610,25,4145,1713,580,52,350,22,1934,250,2407,2376,1116,282,301,6600,0.5806996381182147,1.5922798552472859,0.5613910574875799
611,22,5216,1583,471,421,235,24,1556,540,2588,362,994,299,56,6179,0.49616564417177916,1.1846242331288344,0.711634349030471
612,25,6105,919,393,224,320,62,1843,219,1025,3938,78,243,89,4390,0.1678951678951679,0.719082719082719,0.39144215530903326
613,27,6802,1182,352,495,352,53,1186,692,955,3851,1947,191,188,6638,0.14039988238753306,0.9758894442810938,1.4404411764705882
614,21,5981,1096,242,148,43,17,1001,618,183,3412,1705,155,354,5379,0.03059689015214847,0.899347935127905,1.2997007268063274
615,27,7193,1894,349,165,54,83,608,40,2193,2306,1922,59,189,5363,0.30487974419574587,0.745585986375643,0.8810943528586461
616,25,3793,424,465,319,43,55,306,330,2587,84,1104,112,272,3430,0.6820458739783812,0.9042973899288163,1.8702928870292888
617,27,6337,1677,535,496,47,78,1362,607,1642,1824,742,42,365,5951,0.25911314502130345,0.9390878964809847,0.6650811415780638
618,19,4208,1596,562,417,35,28,54,672,1085,3885,1747,98,316,5525,0.2578422053231939,1.3129752851711027,1.4977396021699818
619,22,7507,918,401,302,78,47,982,657,1968,307,177,250,161,3973,0.2621553216997469,0.5292393765818569,0.7266405910473707
620,26,7042,544,124,366,262,20,332,615,235,4357,816,275,292,3646,0.03337120136324908,0.5177506390230048,2.646
621,21,2400,1147,376,464,226,52,126,453,1306,1921,1367,232,244,4687,0.5441666666666667,1.9529166666666666,1.8423286840509399
622,23,7708,749,571,144,290,29,1963,390,1832,630,490,245,202,5073,0.2376751427088739,0.6581473793461339,0.5452330185805666
623,18,4584,1229,476,322,268,29,704,579,1295,4775,918,162,240,4927,0.2825043630017452,1.074825479930192,1.04524699045247
624,26,7856,1570,477,429,286,30,242,97,1008,4960,1461,66,72,4730,0.12830957230142567,0.6020875763747454,1.0664045434687637
625,18,3509,819,488,73,212,91,1884,561,2935,2371,1839,121,137,6225,0.8364206326588772,1.7740096893701909,0.9507991225321216
626,22,1741,1464,169,165,354,66,599,304,689,3300,1715,24,384,5244,0.3957495692130959,3.012062033314187,1.3494623655913978
627,21,3885,661,212,200,237,59,1871,667,2051,3667,573,278,178,4936,0.527927927927928,1.2705276705276705,0.7988338192419825
628,20,7616,307,462,387,134,83,1432,159,1055,726,1620,123,155,4862,0.13852415966386555,0.6383928571428571,1.2089959109495685
629,23,5768,777,211,99,87,35,502,572,2837,1648,1783,261,96,4423,0.4918515950069348,0.7668169209431346,1.9684563758389262
630,19,2171,1675,463,255,318,39,1750,301,2686,4312,809,151,355,6116,1.2372178719484108,2.8171349608475356,0.573045267489712
