id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,year,month,week,day_of_week,is_weekend,log_amount,is_high_value,time_window
11348635,2012-07-04 11:42:00,1,4652,13.88,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,7,27,2,0,2.700018029404946,False,2012-07
11349987,2012-07-04 16:08:00,1,4652,15.03,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,7,27,2,0,2.7744619666214616,False,2012-07
11352717,2012-07-05 09:39:00,1,3682,96.62,Swipe Transaction,20561,Pensacola,FL,32504.0,5912,,2012,7,27,3,0,4.5810823904590015,False,2012-07
11353276,2012-07-05 11:22:00,1,3682,162.09,Online Transaction,17976,ONLINE,,,4900,,2012,7,27,3,0,5.094302195668827,True,2012-07
11354273,2012-07-05 14:33:00,3,4327,65.38,Swipe Transaction,50783,Vernon,TX,76384.0,5411,,2012,7,27,3,0,4.195395806291828,False,2012-07
11354756,2012-07-05 16:13:00,1,3682,11.02,Online Transaction,16798,ONLINE,,,4121,,2012,7,27,3,0,2.4865719291070616,False,2012-07
11357283,2012-07-06 09:36:00,1,3682,85.72,Swipe Transaction,61195,Pensacola,FL,32505.0,5541,,2012,7,27,4,0,4.462684537691336,False,2012-07
11357921,2012-07-06 11:31:00,1,4652,14.1,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,7,27,4,0,2.714694743820879,False,2012-07
11357996,2012-07-06 11:42:00,1,4652,40.0,Swipe Transaction,27092,Pensacola,FL,32507.0,4829,,2012,7,27,4,0,3.713572066704308,False,2012-07
11358903,2012-07-06 14:38:00,3,4327,49.32,Swipe Transaction,65267,Wichita Falls,TX,76301.0,5912,,2012,7,27,4,0,3.918402612392185,False,2012-07
11359334,2012-07-06 16:14:00,1,3682,22.21,Online Transaction,18563,ONLINE,,,4121,,2012,7,27,4,0,3.1445832202863455,False,2012-07
11362516,2012-07-07 11:42:00,1,3682,14.54,Online Transaction,18563,ONLINE,,,4121,,2012,7,27,5,1,2.7434173449395014,False,2012-07
11363499,2012-07-07 14:50:00,3,4327,64.14,Swipe Transaction,50783,Vernon,TX,76384.0,5411,,2012,7,27,5,1,4.176538799848087,False,2012-07
11366580,2012-07-08 11:09:00,1,4652,19.26,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,7,27,6,1,3.0086484988205373,False,2012-07
11366798,2012-07-08 11:54:00,1,3682,16.3,Online Transaction,16798,ONLINE,,,4121,,2012,7,27,6,1,2.8507065015037334,False,2012-07
11367251,2012-07-08 13:33:00,3,4327,57.36,Swipe Transaction,19964,Burkburnett,TX,76354.0,5311,,2012,7,27,6,1,4.066630723654585,False,2012-07
11368012,2012-07-08 16:18:00,1,4652,18.83,Online Transaction,18563,ONLINE,,,4121,,2012,7,27,6,1,2.9871959425317045,False,2012-07
11368166,2012-07-08 16:52:00,1,4652,11.28,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,7,27,6,1,2.5079719227189963,False,2012-07
11369746,2012-07-09 07:45:00,3,2157,2.65,Swipe Transaction,91290,Wichita Falls,TX,76301.0,5300,,2012,7,28,0,0,1.2947271675944,False,2012-07
11370679,2012-07-09 11:26:00,1,3682,21.31,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,7,28,0,0,3.105035008444441,False,2012-07
11371084,2012-07-09 12:51:00,1,4652,85.03,Swipe Transaction,99850,Pensacola,FL,32504.0,7230,,2012,7,28,0,0,4.454696072633257,False,2012-07
11372104,2012-07-09 16:23:00,1,3682,17.26,Online Transaction,16798,ONLINE,,,4121,,2012,7,28,0,0,2.9047128751668225,False,2012-07
11373909,2012-07-10 07:04:00,1,3682,22.7,Online Transaction,82383,ONLINE,,,5045,,2012,7,28,1,0,3.1654750481410856,False,2012-07
11374809,2012-07-10 09:54:00,1,4652,103.87,Online Transaction,88459,ONLINE,,,5311,,2012,7,28,1,0,4.652721487846314,False,2012-07
11375475,2012-07-10 11:59:00,1,4652,16.37,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,7,28,1,0,2.854744580253014,False,2012-07
11376345,2012-07-10 14:51:00,3,2157,63.07,Swipe Transaction,19964,Burkburnett,TX,76354.0,5311,,2012,7,28,1,0,4.15997623565093,False,2012-07
11376839,2012-07-10 16:27:00,1,3682,15.82,Online Transaction,18563,ONLINE,,,4121,,2012,7,28,1,0,2.822568654544802,False,2012-07
11379827,2012-07-11 11:15:00,1,4652,8.18,Swipe Transaction,61195,Pensacola,FL,32505.0,5541,,2012,7,28,2,0,2.217027204632399,False,2012-07
11379921,2012-07-11 11:32:00,1,3682,18.07,Online Transaction,16798,ONLINE,,,4121,,2012,7,28,2,0,2.9481164196123277,False,2012-07
11380930,2012-07-11 14:51:00,3,4327,65.76,Swipe Transaction,61195,Wichita Falls,TX,76301.0,5541,,2012,7,28,2,0,4.2011040987936346,False,2012-07
11381268,2012-07-11 16:04:00,1,3682,17.15,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,7,28,2,0,2.8986705607108596,False,2012-07
11383408,2012-07-12 08:36:00,1,4652,78.37,Swipe Transaction,61195,Pensacola,FL,32505.0,5541,,2012,7,28,3,0,4.374120463102784,False,2012-07
11385146,2012-07-12 14:15:00,1,4652,102.87,Swipe Transaction,11295,Pensacola,FL,32504.0,1711,,2012,7,28,3,0,4.64314011723972,False,2012-07
11385855,2012-07-12 16:41:00,3,2157,3.91,Swipe Transaction,65267,Wichita Falls,TX,76301.0,5912,,2012,7,28,3,0,1.5912739418064292,False,2012-07
11386046,2012-07-12 17:34:00,1,4652,23.5,Swipe Transaction,26909,Destin,FL,32541.0,5211,,2012,7,28,3,0,3.1986731175506815,False,2012-07
11386280,2012-07-12 19:07:00,3,4327,0.6,Swipe Transaction,91290,Wichita Falls,TX,76301.0,5300,,2012,7,28,3,0,0.4700036292457355,False,2012-07
11388792,2012-07-13 11:27:00,3,2157,6.88,Swipe Transaction,60569,Lampasas,TX,76550.0,5300,,2012,7,28,4,0,2.064327903869788,False,2012-07
11388942,2012-07-13 11:57:00,1,4652,14.84,Online Transaction,18563,ONLINE,,,4121,,2012,7,28,4,0,2.7625383863862796,False,2012-07
11389704,2012-07-13 14:30:00,3,2157,30.79,Swipe Transaction,61195,Wichita Falls,TX,76301.0,5541,,2012,7,28,4,0,3.459151774922711,False,2012-07
11390213,2012-07-13 16:16:00,1,3682,13.59,Online Transaction,18563,ONLINE,,,4121,,2012,7,28,4,0,2.6803363625346943,False,2012-07
11390327,2012-07-13 16:37:00,1,3682,14.29,Swipe Transaction,46931,Pensacola,FL,32504.0,5411,,2012,7,28,4,0,2.727199019940971,False,2012-07
11393251,2012-07-14 11:29:00,1,4652,15.17,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,7,28,5,1,2.7831576735890153,False,2012-07
11393357,2012-07-14 11:48:00,1,4652,10.92,Online Transaction,16798,ONLINE,,,4121,,2012,7,28,5,1,2.4782176616372036,False,2012-07
11393627,2012-07-14 12:43:00,1,3682,60.0,Swipe Transaction,27092,Pensacola,FL,32507.0,4829,,2012,7,28,5,1,4.110873864173311,False,2012-07
11394282,2012-07-14 14:49:00,3,4327,43.74,Swipe Transaction,78680,Wichita Falls,TX,76301.0,5411,,2012,7,28,5,1,3.800867956061984,False,2012-07
11394651,2012-07-14 16:02:00,1,4652,13.72,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,7,28,5,1,2.6892071133007303,False,2012-07
11397608,2012-07-15 11:55:00,1,3682,17.97,Online Transaction,16798,ONLINE,,,4121,,2012,7,28,6,1,2.9428587839469227,False,2012-07
11398435,2012-07-15 14:58:00,3,4327,68.91,Swipe Transaction,50783,Vernon,TX,76384.0,5411,,2012,7,28,6,1,4.247208700523894,False,2012-07
11401695,2012-07-16 11:54:00,1,3682,17.32,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,7,29,0,0,2.9079933592459843,False,2012-07
11401720,2012-07-16 11:58:00,3,2157,25.37,Swipe Transaction,18215,Brownwood,TX,76801.0,5719,,2012,7,29,0,0,3.272227000365195,False,2012-07
11402539,2012-07-16 14:55:00,3,4327,46.39,Swipe Transaction,65267,Wichita Falls,TX,76301.0,5912,,2012,7,29,0,0,3.858411235979497,False,2012-07
11402873,2012-07-16 16:01:00,1,3682,11.08,Online Transaction,18563,ONLINE,,,4121,,2012,7,29,0,0,2.4915511925066687,False,2012-07
11402978,2012-07-16 16:23:00,1,4652,18.55,Online Transaction,18563,ONLINE,,,4121,Bad Card Number,2012,7,29,0,0,2.972975286431375,False,2012-07
11407502,2012-07-17 16:03:00,1,4652,13.46,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,7,29,1,0,2.671386216730619,False,2012-07
11408374,2012-07-17 20:58:00,1,3682,8.85,Swipe Transaction,20561,Pensacola,FL,32504.0,5912,,2012,7,29,1,0,2.2874714551839976,False,2012-07
11412084,2012-07-18 16:09:00,1,3682,8.62,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,7,29,2,0,2.263844264677615,False,2012-07
11412312,2012-07-18 16:59:00,1,4652,17.99,Online Transaction,18563,ONLINE,,,4121,,2012,7,29,2,0,2.9439125248241944,False,2012-07
11412951,2012-07-18 21:02:00,1,3682,57.17,Swipe Transaction,25887,Pensacola,FL,32505.0,5814,,2012,7,29,2,0,4.06336975792267,False,2012-07
11412998,2012-07-18 21:24:00,1,4652,61.64,Swipe Transaction,25887,Pensacola,FL,32505.0,5814,Insufficient Balance,2012,7,29,2,0,4.137404051682548,False,2012-07
11415389,2012-07-19 11:57:00,1,3682,15.79,Online Transaction,18563,ONLINE,,,4121,,2012,7,29,3,0,2.8207834710894493,False,2012-07
11415895,2012-07-19 13:30:00,3,4327,43.81,Swipe Transaction,78680,Wichita Falls,TX,76301.0,5411,,2012,7,29,3,0,3.802431328798052,False,2012-07
11416212,2012-07-19 14:37:00,3,4327,49.99,Swipe Transaction,50783,Vernon,TX,76384.0,5411,,2012,7,29,3,0,3.931629535067065,False,2012-07
11416391,2012-07-19 15:10:00,3,4327,40.97,Swipe Transaction,61195,Wichita Falls,TX,76301.0,5541,,2012,7,29,3,0,3.7369550773454994,False,2012-07
11416737,2012-07-19 16:22:00,1,3682,10.46,Online Transaction,16798,ONLINE,,,4121,,2012,7,29,3,0,2.4388627112865935,False,2012-07
11418546,2012-07-20 07:48:00,1,4652,54.65,Online Transaction,39021,ONLINE,,,4784,,2012,7,29,4,0,4.019082077721554,False,2012-07
11420759,2012-07-20 14:47:00,3,2157,45.34,Swipe Transaction,91290,Wichita Falls,TX,76301.0,5300,,2012,7,29,4,0,3.8360055190042304,False,2012-07
11421029,2012-07-20 15:42:00,3,4327,67.66,Swipe Transaction,78680,Wichita Falls,TX,76301.0,5411,,2012,7,29,4,0,4.229166788029546,False,2012-07
11421113,2012-07-20 16:02:00,1,4652,13.5,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,7,29,4,0,2.6741486494265287,False,2012-07
11421531,2012-07-20 17:51:00,1,3682,4.84,Swipe Transaction,32858,Fort Walton Beach,FL,32548.0,5311,,2012,7,29,4,0,1.7647307968401356,False,2012-07
11423757,2012-07-21 10:14:00,1,4652,105.04,Online Transaction,73186,ONLINE,,,4814,,2012,7,29,5,1,4.663816381420824,False,2012-07
11424204,2012-07-21 11:41:00,1,3682,8.11,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,7,29,5,1,2.209372711271867,False,2012-07
11425047,2012-07-21 14:36:00,3,2157,45.97,Swipe Transaction,81833,Wichita Falls,TX,76301.0,5912,,2012,7,29,5,1,3.849509100038904,False,2012-07
11425514,2012-07-21 16:07:00,1,4652,14.99,Online Transaction,18563,ONLINE,,,4121,,2012,7,29,5,1,2.771963526845863,False,2012-07
11427439,2012-07-22 08:02:00,3,4327,41.88,Swipe Transaction,22041,Wichita Falls,TX,76301.0,7230,,2012,7,29,6,1,3.7584055167625463,False,2012-07
11428468,2012-07-22 11:58:00,1,4652,15.06,Online Transaction,16798,ONLINE,,,4121,,2012,7,29,6,1,2.7763317085186157,False,2012-07
11429879,2012-07-22 16:59:00,1,3682,40.31,Swipe Transaction,58143,Pensacola,FL,32504.0,5661,,2012,7,29,6,1,3.721104601408673,False,2012-07
11430052,2012-07-22 18:03:00,1,3682,61.07,Swipe Transaction,75781,Pensacola,FL,32504.0,5411,,2012,7,29,6,1,4.128262780425561,False,2012-07
11432637,2012-07-23 11:54:00,1,4652,17.72,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,7,30,0,0,2.929592471049446,False,2012-07
11433568,2012-07-23 14:50:00,3,2157,62.31,Swipe Transaction,81833,Wichita Falls,TX,76301.0,5912,,2012,7,30,0,0,4.148043294556035,False,2012-07
11433948,2012-07-23 16:10:00,1,3682,7.95,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,7,30,0,0,2.191653532286764,False,2012-07
11434294,2012-07-23 17:36:00,3,4327,62.31,Online Transaction,61641,ONLINE,,,4900,,2012,7,30,0,0,4.148043294556035,False,2012-07
11437155,2012-07-24 11:45:00,1,3682,18.29,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,7,30,1,0,2.9595868269176377,False,2012-07
11437262,2012-07-24 12:08:00,1,4652,40.0,Swipe Transaction,27092,Pensacola,FL,32507.0,4829,,2012,7,30,1,0,3.713572066704308,False,2012-07
11438014,2012-07-24 14:37:00,3,2157,55.41,Swipe Transaction,19964,Burkburnett,TX,76354.0,5311,,2012,7,30,1,0,4.032646447751885,False,2012-07
11438549,2012-07-24 16:24:00,1,3682,14.18,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,7,30,1,0,2.719978771967484,False,2012-07
11442625,2012-07-25 14:58:00,3,2157,49.28,Swipe Transaction,60569,Lampasas,TX,76550.0,5300,,2012,7,30,2,0,3.917607383722047,False,2012-07
11442651,2012-07-25 15:03:00,1,3682,14.92,Online Transaction,16798,ONLINE,,,4121,,2012,7,30,2,0,2.767576180416237,False,2012-07
11443047,2012-07-25 16:26:00,1,3682,18.94,Online Transaction,18563,ONLINE,,,4121,,2012,7,30,2,0,2.9927277645336923,False,2012-07
11444421,2012-07-26 06:21:00,3,4327,31.09,Swipe Transaction,64394,Wichita Falls,TX,76301.0,7538,,2012,7,30,3,0,3.4685444551217657,False,2012-07
11446033,2012-07-26 11:50:00,1,3682,14.56,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,7,30,3,0,2.7447035187502458,False,2012-07
11447035,2012-07-26 14:56:00,3,2157,51.43,Swipe Transaction,91290,Wichita Falls,TX,76301.0,5300,,2012,7,30,3,0,3.9594789465844418,False,2012-07
11447774,2012-07-26 17:49:00,3,4327,74.01,Swipe Transaction,95534,Wichita Falls,TX,76301.0,4900,,2012,7,30,3,0,4.317621437981545,False,2012-07
11451474,2012-07-27 14:46:00,3,2157,55.38,Swipe Transaction,65267,Wichita Falls,TX,76301.0,5912,,2012,7,30,4,0,4.032114485685967,False,2012-07
11451882,2012-07-27 16:18:00,1,3682,9.9,Online Transaction,18563,ONLINE,,,4121,,2012,7,30,4,0,2.388762789235098,False,2012-07
11453065,2012-07-28 01:32:00,3,2157,18.62,Online Transaction,39261,ONLINE,,,5815,,2012,7,30,5,1,2.976549454137217,False,2012-07
11454924,2012-07-28 11:11:00,1,4652,11.42,Swipe Transaction,73706,Pensacola,FL,32504.0,5812,,2012,7,30,5,1,2.519308076505333,False,2012-07
11455627,2012-07-28 13:16:00,1,3682,40.55,Swipe Transaction,32175,Pensacola,FL,32505.0,7538,,2012,7,30,5,1,3.7268975213014577,False,2012-07
11456150,2012-07-28 14:59:00,3,4327,66.59,Swipe Transaction,91290,Wichita Falls,TX,76301.0,5300,,2012,7,30,5,1,4.213460043112263,False,2012-07
11459350,2012-07-29 11:34:00,1,3682,14.75,Online Transaction,16798,ONLINE,,,4121,,2012,7,30,6,1,2.7568403652716422,False,2012-07
11459600,2012-07-29 12:26:00,1,3682,15.1,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,7,30,6,1,2.7788192719904172,False,2012-07
11460221,2012-07-29 14:46:00,3,4327,54.66,Swipe Transaction,78680,Wichita Falls,TX,76301.0,5411,,2012,7,30,6,1,4.019261756097745,False,2012-07
11460670,2012-07-29 16:16:00,1,3682,18.36,Online Transaction,18563,ONLINE,,,4121,,2012,7,30,6,1,2.963209081848431,False,2012-07
11461033,2012-07-29 17:46:00,1,3682,27.88,Swipe Transaction,89069,Pensacola,FL,32505.0,5251,,2012,7,30,6,1,3.363149314024626,False,2012-07
11463429,2012-07-30 11:31:00,1,4652,16.14,Online Transaction,18563,ONLINE,,,4121,,2012,7,31,0,0,2.8414149131696336,False,2012-07
11464399,2012-07-30 14:46:00,3,4327,54.63,Swipe Transaction,61195,Wichita Falls,TX,76301.0,5541,,2012,7,31,0,0,4.018722624087202,False,2012-07
11464798,2012-07-30 16:08:00,1,4652,11.6,Online Transaction,18563,ONLINE,,,4121,,2012,7,31,0,0,2.533696813957432,False,2012-07
11466153,2012-07-31 01:48:00,3,2157,60.63,Swipe Transaction,95534,Wichita Falls,TX,76301.0,4900,,2012,7,31,1,0,4.121148764974151,False,2012-07
11469011,2012-07-31 14:51:00,3,2157,51.96,Swipe Transaction,50783,Vernon,TX,76384.0,5411,,2012,7,31,1,0,3.9695369116287527,False,2012-07
11469410,2012-07-31 16:16:00,1,3682,12.75,Online Transaction,16798,ONLINE,,,4121,,2012,7,31,1,0,2.6210388241125804,False,2012-07
11469495,2012-07-31 16:34:00,1,4652,16.26,Online Transaction,18563,ONLINE,,,4121,,2012,7,31,1,0,2.848391685655282,False,2012-07
11473480,2012-08-01 14:17:00,3,2157,59.63,Swipe Transaction,91290,Wichita Falls,TX,76301.0,5300,,2012,8,31,2,0,4.1047898200836395,False,2012-08
11473639,2012-08-01 14:46:00,3,4327,67.13,Swipe Transaction,65267,Wichita Falls,TX,76301.0,5912,,2012,8,31,2,0,4.221417644785577,False,2012-08
11477273,2012-08-02 11:58:00,1,4400,9.49,Online Transaction,16798,ONLINE,,,4121,,2012,8,31,3,0,2.3504224224082058,False,2012-08
11477554,2012-08-02 12:52:00,1,4400,16.67,Online Transaction,16798,ONLINE,,,4121,,2012,8,31,3,0,2.871868286331605,False,2012-08
11478146,2012-08-02 14:46:00,3,2157,45.15,Swipe Transaction,81833,Wichita Falls,TX,76301.0,5912,,2012,8,31,3,0,3.831896960948862,False,2012-08
11482102,2012-08-03 12:48:00,3,4327,29.31,Online Transaction,81759,ONLINE,,,7349,,2012,8,31,4,0,3.411477691069712,False,2012-08
11483113,2012-08-03 16:06:00,1,4400,19.31,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,8,31,4,0,3.011113375592293,False,2012-08
11485698,2012-08-04 09:45:00,1,4400,65.69,Swipe Transaction,90326,Pensacola,FL,32504.0,5300,,2012,8,31,5,1,4.200055016644215,False,2012-08
11485946,2012-08-04 10:34:00,1,4400,16.78,Online Transaction,18563,ONLINE,,,4121,,2012,8,31,5,1,2.8780742300857587,False,2012-08
11486338,2012-08-04 11:44:00,1,4400,10.17,Online Transaction,16798,ONLINE,,,4121,,2012,8,31,5,1,2.413231613081109,False,2012-08
11486536,2012-08-04 12:24:00,3,4327,7.54,Swipe Transaction,45020,Wichita Falls,TX,76301.0,5211,,2012,8,31,5,1,2.1447610078004784,False,2012-08
11486649,2012-08-04 12:45:00,1,4652,105.41,Swipe Transaction,99850,Pensacola,FL,32504.0,7230,,2012,8,31,5,1,4.66729955745364,False,2012-08
11487212,2012-08-04 14:35:00,3,2157,64.3,Swipe Transaction,91290,Wichita Falls,TX,76301.0,5300,,2012,8,31,5,1,4.178992036282385,False,2012-08
11487776,2012-08-04 16:27:00,1,4652,13.36,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,8,31,5,1,2.664446563620078,False,2012-08
11488289,2012-08-04 19:15:00,1,4400,11.6,Swipe Transaction,46931,Pensacola,FL,32504.0,5411,,2012,8,31,5,1,2.533696813957432,False,2012-08
11489877,2012-08-05 09:30:00,1,3682,94.79,Swipe Transaction,60569,Pensacola,FL,32534.0,5300,,2012,8,31,6,1,4.5621582953948,False,2012-08
11490568,2012-08-05 11:53:00,1,3682,15.53,Online Transaction,16798,ONLINE,,,4121,,2012,8,31,6,1,2.8051769118329326,False,2012-08
11490589,2012-08-05 11:57:00,1,4652,140.36,Online Transaction,96529,ONLINE,,,4899,,2012,8,31,6,1,4.951309828011441,True,2012-08
11490759,2012-08-05 12:34:00,1,4400,79.24,Swipe Transaction,99850,Pensacola,FL,32504.0,7230,,2012,8,31,6,1,4.38502214365368,False,2012-08
11491368,2012-08-05 14:49:00,3,4327,73.45,Swipe Transaction,81833,Wichita Falls,TX,76301.0,5912,,2012,8,31,6,1,4.310127759130018,False,2012-08
11491788,2012-08-05 16:25:00,1,4400,17.95,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,8,31,6,1,2.941803931528435,False,2012-08
11492232,2012-08-05 18:47:00,1,4652,196.27,Swipe Transaction,93403,Pensacola,FL,32504.0,8021,,2012,8,31,6,1,5.284573348755777,True,2012-08
11495452,2012-08-06 14:55:00,3,4327,54.32,Swipe Transaction,91290,Wichita Falls,TX,76301.0,5300,,2012,8,32,0,0,4.013134506796558,False,2012-08
11495886,2012-08-06 16:25:00,1,4400,16.42,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,8,32,0,0,2.857618971424357,False,2012-08
11496849,2012-08-06 22:10:00,3,4327,21.69,Swipe Transaction,91290,Wichita Falls,TX,76301.0,5300,,2012,8,32,0,0,3.1219242987917504,False,2012-08
11498933,2012-08-07 11:30:00,1,4400,16.43,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,8,32,1,0,2.8581928595319295,False,2012-08
11499946,2012-08-07 14:38:00,3,4327,69.14,Swipe Transaction,81833,Wichita Falls,TX,76301.0,5912,,2012,8,32,1,0,4.2504932447120325,False,2012-08
11503716,2012-08-08 11:56:00,1,4400,12.66,Online Transaction,16798,ONLINE,,,4121,,2012,8,32,2,0,2.614471854142644,False,2012-08
11504616,2012-08-08 14:43:00,3,2157,56.35,Swipe Transaction,50783,Vernon,TX,76384.0,5411,,2012,8,32,2,0,4.04917284357538,False,2012-08
11505065,2012-08-08 16:15:00,1,4652,13.53,Online Transaction,16798,ONLINE,,,4121,,2012,8,32,2,0,2.6762154775821916,False,2012-08
11507708,2012-08-09 10:08:00,3,4327,88.0,Swipe Transaction,59935,Wichita Falls,TX,76301.0,5499,,2012,8,32,3,0,4.48863636973214,False,2012-08
11507832,2012-08-09 10:28:00,3,4327,24.95,Swipe Transaction,59935,Wichita Falls,TX,76301.0,5499,,2012,8,32,3,0,3.2561716096118976,False,2012-08
11509217,2012-08-09 14:45:00,3,2157,36.85,Swipe Transaction,78680,Wichita Falls,TX,76301.0,5411,,2012,8,32,3,0,3.6336309798834576,False,2012-08
11511156,2012-08-10 06:33:00,3,2157,38.02,Swipe Transaction,64394,Wichita Falls,TX,76301.0,7538,,2012,8,32,4,0,3.6640743351949654,False,2012-08
11512753,2012-08-10 11:32:00,1,4400,19.68,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,8,32,4,0,3.0291670496402285,False,2012-08
11512926,2012-08-10 12:03:00,1,4652,40.0,Swipe Transaction,27092,Pensacola,FL,32507.0,4829,,2012,8,32,4,0,3.713572066704308,False,2012-08
11513670,2012-08-10 14:30:00,3,2157,26.27,Swipe Transaction,91290,Wichita Falls,TX,76301.0,5300,,2012,8,32,4,0,3.305787196857497,False,2012-08
11514351,2012-08-10 16:53:00,1,4652,67.14,Swipe Transaction,89069,Pensacola,FL,32505.0,5251,,2012,8,32,4,0,4.22156441223282,False,2012-08
11515831,2012-08-11 07:07:00,3,2157,41.74,Swipe Transaction,64394,Wichita Falls,TX,76301.0,7538,,2012,8,32,5,1,3.755135249891002,False,2012-08
11517340,2012-08-11 11:43:00,1,4400,14.39,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,8,32,5,1,2.733717947850788,False,2012-08
11518355,2012-08-11 14:54:00,3,2157,63.76,Swipe Transaction,50783,Vernon,TX,76384.0,5411,,2012,8,32,5,1,4.170688128809434,False,2012-08
11518686,2012-08-11 16:11:00,1,4652,13.74,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,8,32,5,1,2.6905648867611904,False,2012-08
11521542,2012-08-12 11:54:00,1,4652,12.67,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,8,32,6,1,2.6152036507358583,False,2012-08
11522411,2012-08-12 14:57:00,3,2157,39.87,Swipe Transaction,65267,Wichita Falls,TX,76301.0,5912,,2012,8,32,6,1,3.7103962975761857,False,2012-08
11522797,2012-08-12 16:19:00,1,4400,15.38,Online Transaction,18563,ONLINE,,,4121,,2012,8,32,6,1,2.7960610784249234,False,2012-08
11522984,2012-08-12 16:57:00,1,4400,32.08,Swipe Transaction,11468,Destin,FL,32541.0,5970,,2012,8,32,6,1,3.4989288701554906,False,2012-08
11525135,2012-08-13 10:07:00,1,4400,93.49,Online Transaction,9932,ONLINE,,,5311,,2012,8,33,0,0,4.548494008794535,False,2012-08
11525330,2012-08-13 10:56:00,1,4652,17.76,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,8,33,0,0,2.9317269435780786,False,2012-08
11525580,2012-08-13 11:50:00,1,4400,16.36,Online Transaction,16798,ONLINE,,,4121,,2012,8,33,0,0,2.854168709232204,False,2012-08
11526437,2012-08-13 14:38:00,3,4327,43.27,Swipe Transaction,81833,Wichita Falls,TX,76301.0,5912,,2012,8,33,0,0,3.7903072467440495,False,2012-08
11526873,2012-08-13 16:11:00,1,4400,15.57,Online Transaction,18563,ONLINE,,,4121,,2012,8,33,0,0,2.8075938314384716,False,2012-08
11527783,2012-08-13 21:02:00,1,4400,63.39,Swipe Transaction,25887,Pensacola,FL,32505.0,5814,,2012,8,33,0,0,4.164958341550092,False,2012-08
11528172,2012-08-14 01:44:00,3,4327,79.42,Online Transaction,79050,ONLINE,,,4900,,2012,8,33,1,0,4.387262901469128,False,2012-08
11530065,2012-08-14 11:31:00,1,4652,15.87,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,8,33,1,0,2.825536896557877,False,2012-08
11531072,2012-08-14 14:47:00,3,4327,52.72,Swipe Transaction,50783,Vernon,TX,76384.0,5411,,2012,8,33,1,0,3.9837853716550367,False,2012-08
11531610,2012-08-14 16:47:00,3,4327,3.57,Swipe Transaction,69956,Wichita Falls,TX,76301.0,5310,,2012,8,33,1,0,1.5195132049061133,False,2012-08
11532411,2012-08-14 22:06:00,3,4327,24.98,Swipe Transaction,79450,Wichita Falls,TX,76301.0,5621,,2012,8,33,1,0,3.2573270112424533,False,2012-08
11534599,2012-08-15 11:35:00,1,4400,15.51,Swipe Transaction,17708,Pensacola,FL,32504.0,4121,,2012,8,33,2,0,2.803966257932037,False,2012-08
11535260,2012-08-15 13:33:00,3,4327,55.3,Online Transaction,9932,ONLINE,,,5311,,2012,8,33,2,0,4.030694535145645,False,2012-08
11535581,2012-08-15 14:46:00,3,2157,60.77,Swipe Transaction,61195,Wichita Falls,TX,76301.0,5541,,2012,8,33,2,0,4.123417809707808,False,2012-08
11535971,2012-08-15 16:05:00,1,4400,10.46,Online Transaction,16798,ONLINE,,,4121,,2012,8,33,2,0,2.4388627112865935,False,2012-08
11536633,2012-08-15 19:44:00,3,2157,0.46,Swipe Transaction,60569,Lampasas,TX,76550.0,5300,,2012,8,33,2,0,0.3784364357202451,False,2012-08
